id,video_dir,video_name,class,split
0000285,INCLUDE/Adjectives/6. Ugly/MVI_9844.MOV,MVI_9844.MOV,ugly,train
0000286,INCLUDE/Adjectives/6. Ugly/MVI_9845.MOV,MVI_9845.MOV,ugly,train
0000287,INCLUDE/Adjectives/6. Ugly/MVI_9577.MOV,MVI_9577.MOV,ugly,train
0000288,INCLUDE/Adjectives/14. thin/MVI_9609.MOV,MVI_9609.MOV,thin,val
0000289,INCLUDE/Adjectives/14. thin/MVI_9611.MOV,MVI_9611.MOV,thin,train
0000290,INCLUDE/Adjectives/14. thin/MVI_9610.MOV,MVI_9610.MOV,thin,train
0000291,INCLUDE/Adjectives/13. thick/MVI_9742.MOV,MVI_9742.MOV,thick,train
0000292,INCLUDE/Adjectives/13. thick/MVI_9608.MOV,MVI_9608.MOV,thick,train
0000293,INCLUDE/Adjectives/13. thick/MVI_9744.MOV,MVI_9744.MOV,thick,train
0000294,INCLUDE/Adjectives/13. thick/MVI_9745.MOV,MVI_9745.MOV,thick,val
0000295,INCLUDE/Adjectives/13. thick/MVI_9605.MOV,MVI_9605.MOV,thick,train
0000296,INCLUDE/Adjectives/13. thick/MVI_9606.MOV,MVI_9606.MOV,thick,train
0000297,INCLUDE/Adjectives/30. dirty/MVI_9811.MOV,MVI_9811.MOV,dirty,val
0000298,INCLUDE/Adjectives/30. dirty/MVI_9810.MOV,MVI_9810.MOV,dirty,train
0000299,INCLUDE/Adjectives/30. dirty/MVI_9812.MOV,MVI_9812.MOV,dirty,train
0000300,INCLUDE/Adjectives/30. dirty/MVI_9813.MOV,MVI_9813.MOV,dirty,train
0000301,INCLUDE/Adjectives/30. dirty/MVI_9684.MOV,MVI_9684.MOV,dirty,train
0000302,INCLUDE/Adjectives/30. dirty/MVI_9685.MOV,MVI_9685.MOV,dirty,train
0000303,INCLUDE/Adjectives/30. dirty/MVI_9686.MOV,MVI_9686.MOV,dirty,train
0000304,INCLUDE/Adjectives/1. loud/MVI_5178.MOV,MVI_5178.MOV,loud,train
0000305,INCLUDE/Adjectives/1. loud/MVI_5179.MOV,MVI_5179.MOV,loud,val
0000306,INCLUDE/Adjectives/1. loud/MVI_9368.MOV,MVI_9368.MOV,loud,train
0000307,INCLUDE/Adjectives/1. loud/MVI_9536.MOV,MVI_9536.MOV,loud,val
0000308,INCLUDE/Adjectives/1. loud/MVI_9534.MOV,MVI_9534.MOV,loud,train
0000309,INCLUDE/Adjectives/1. loud/MVI_9291.MOV,MVI_9291.MOV,loud,train
0000310,INCLUDE/Adjectives/1. loud/MVI_9290.MOV,MVI_9290.MOV,loud,train
0000311,INCLUDE/Adjectives/1. loud/MVI_9535.MOV,MVI_9535.MOV,loud,train
0000312,INCLUDE/Adjectives/1. loud/MVI_5337.MOV,MVI_5337.MOV,loud,train
0000313,INCLUDE/Adjectives/1. loud/MVI_9450.MOV,MVI_9450.MOV,loud,train
0000314,INCLUDE/Adjectives/1. loud/MVI_5336.MOV,MVI_5336.MOV,loud,train
0000315,INCLUDE/Adjectives/1. loud/MVI_5335.MOV,MVI_5335.MOV,loud,train
0000316,INCLUDE/Adjectives/1. loud/MVI_5258.MOV,MVI_5258.MOV,loud,train
0000317,INCLUDE/Adjectives/1. loud/MVI_5259.MOV,MVI_5259.MOV,loud,train
0000318,INCLUDE/Adjectives/1. loud/MVI_9449.MOV,MVI_9449.MOV,loud,train
0000319,INCLUDE/Adjectives/1. loud/MVI_9370.MOV,MVI_9370.MOV,loud,train
0000320,INCLUDE/Adjectives/1. loud/MVI_5177.MOV,MVI_5177.MOV,loud,train
0000321,INCLUDE/Adjectives/28. shallow/MVI_9804.MOV,MVI_9804.MOV,shallow,val
0000322,INCLUDE/Adjectives/28. shallow/MVI_9803.MOV,MVI_9803.MOV,shallow,train
0000323,INCLUDE/Adjectives/28. shallow/MVI_9802.MOV,MVI_9802.MOV,shallow,train
0000324,INCLUDE/Adjectives/28. shallow/MVI_9674.MOV,MVI_9674.MOV,shallow,train
0000325,INCLUDE/Adjectives/28. shallow/MVI_9675.MOV,MVI_9675.MOV,shallow,train
0000326,INCLUDE/Adjectives/28. shallow/MVI_9677.MOV,MVI_9677.MOV,shallow,train
0000327,INCLUDE/Adjectives/28. shallow/MVI_9676.MOV,MVI_9676.MOV,shallow,train
0000328,INCLUDE/Adjectives/33. dead/MVI_9700.MOV,MVI_9700.MOV,dead,train
0000329,INCLUDE/Adjectives/33. dead/MVI_9701.MOV,MVI_9701.MOV,dead,train
0000330,INCLUDE/Adjectives/33. dead/MVI_9702.MOV,MVI_9702.MOV,dead,train
0000331,INCLUDE/Adjectives/33. dead/MVI_9699.MOV,MVI_9699.MOV,dead,val
0000332,INCLUDE/Adjectives/33. dead/MVI_9824.MOV,MVI_9824.MOV,dead,train
0000333,INCLUDE/Adjectives/33. dead/MVI_9825.MOV,MVI_9825.MOV,dead,train
0000334,INCLUDE/Adjectives/33. dead/MVI_9823.MOV,MVI_9823.MOV,dead,train
0000335,INCLUDE/Adjectives/17. flat/MVI_9756.MOV,MVI_9756.MOV,flat,val
0000336,INCLUDE/Adjectives/17. flat/MVI_9622.MOV,MVI_9622.MOV,flat,train
0000337,INCLUDE/Adjectives/17. flat/MVI_9623.MOV,MVI_9623.MOV,flat,train
0000338,INCLUDE/Adjectives/17. flat/MVI_9757.MOV,MVI_9757.MOV,flat,train
0000339,INCLUDE/Adjectives/17. flat/MVI_9621.MOV,MVI_9621.MOV,flat,train
0000340,INCLUDE/Adjectives/17. flat/MVI_9624.MOV,MVI_9624.MOV,flat,train
0000341,INCLUDE/Adjectives/17. flat/MVI_9758.MOV,MVI_9758.MOV,flat,train
0000342,INCLUDE/Adjectives/93. young/MVI_9346.MOV,MVI_9346.MOV,young,train
0000343,INCLUDE/Adjectives/93. young/MVI_5156.MOV,MVI_5156.MOV,young,train
0000344,INCLUDE/Adjectives/93. young/MVI_9427.MOV,MVI_9427.MOV,young,train
0000345,INCLUDE/Adjectives/93. young/MVI_5157.MOV,MVI_5157.MOV,young,val
0000346,INCLUDE/Adjectives/93. young/MVI_5155.MOV,MVI_5155.MOV,young,train
0000347,INCLUDE/Adjectives/93. young/MVI_5237.MOV,MVI_5237.MOV,young,train
0000348,INCLUDE/Adjectives/93. young/MVI_5236.MOV,MVI_5236.MOV,young,train
0000349,INCLUDE/Adjectives/93. young/MVI_9508.MOV,MVI_9508.MOV,young,train
0000350,INCLUDE/Adjectives/93. young/MVI_9509.MOV,MVI_9509.MOV,young,train
0000351,INCLUDE/Adjectives/93. young/MVI_9265.MOV,MVI_9265.MOV,young,train
0000352,INCLUDE/Adjectives/93. young/MVI_5313.MOV,MVI_5313.MOV,young,train
0000353,INCLUDE/Adjectives/93. young/MVI_9267.MOV,MVI_9267.MOV,young,train
0000354,INCLUDE/Adjectives/93. young/MVI_9266.MOV,MVI_9266.MOV,young,train
0000355,INCLUDE/Adjectives/93. young/MVI_5315.MOV,MVI_5315.MOV,young,val
0000356,INCLUDE/Adjectives/93. young/MVI_5314.MOV,MVI_5314.MOV,young,train
0000357,INCLUDE/Adjectives/93. young/MVI_9429.MOV,MVI_9429.MOV,young,train
0000358,INCLUDE/Adjectives/93. young/MVI_9428.MOV,MVI_9428.MOV,young,train
0000359,INCLUDE/Adjectives/79. short/MVI_5191.MOV,MVI_5191.MOV,short,train
0000360,INCLUDE/Adjectives/79. short/MVI_9220.MOV,MVI_9220.MOV,short,train
0000361,INCLUDE/Adjectives/79. short/MVI_9382.MOV,MVI_9382.MOV,short,train
0000362,INCLUDE/Adjectives/79. short/MVI_9221.MOV,MVI_9221.MOV,short,train
0000363,INCLUDE/Adjectives/79. short/MVI_9380.MOV,MVI_9380.MOV,short,train
0000364,INCLUDE/Adjectives/79. short/MVI_9381.MOV,MVI_9381.MOV,short,train
0000365,INCLUDE/Adjectives/79. short/MVI_5269.MOV,MVI_5269.MOV,short,train
0000366,INCLUDE/Adjectives/79. short/MVI_5270.MOV,MVI_5270.MOV,short,train
0000367,INCLUDE/Adjectives/79. short/MVI_9462.MOV,MVI_9462.MOV,short,train
0000368,INCLUDE/Adjectives/79. short/MVI_9463.MOV,MVI_9463.MOV,short,train
0000369,INCLUDE/Adjectives/79. short/MVI_5271.MOV,MVI_5271.MOV,short,train
0000370,INCLUDE/Adjectives/79. short/MVI_5111.MOV,MVI_5111.MOV,short,train
0000371,INCLUDE/Adjectives/79. short/MVI_5110.MOV,MVI_5110.MOV,short,train
0000372,INCLUDE/Adjectives/79. short/extra/MVI_5192.MOV,MVI_5192.MOV,short,val
0000373,INCLUDE/Adjectives/79. short/MVI_9302.MOV,MVI_9302.MOV,short,val
0000374,INCLUDE/Adjectives/79. short/MVI_9303.MOV,MVI_9303.MOV,short,train
0000375,INCLUDE/Adjectives/79. short/MVI_9301.MOV,MVI_9301.MOV,short,train
0000376,INCLUDE/Adjectives/79. short/MVI_5189.MOV,MVI_5189.MOV,short,train
0000377,INCLUDE/Adjectives/12. poor/MVI_9740.MOV,MVI_9740.MOV,poor,val
0000378,INCLUDE/Adjectives/12. poor/MVI_9737.MOV,MVI_9737.MOV,poor,train
0000379,INCLUDE/Adjectives/12. poor/MVI_9739.MOV,MVI_9739.MOV,poor,train
0000380,INCLUDE/Adjectives/12. poor/MVI_9738.MOV,MVI_9738.MOV,poor,train
0000381,INCLUDE/Adjectives/12. poor/MVI_9603.MOV,MVI_9603.MOV,poor,train
0000382,INCLUDE/Adjectives/12. poor/MVI_9601.MOV,MVI_9601.MOV,poor,train
0000383,INCLUDE/Adjectives/12. poor/MVI_9604.MOV,MVI_9604.MOV,poor,train
0000384,INCLUDE/Adjectives/95. bad/MVI_9434.MOV,MVI_9434.MOV,bad,train
0000385,INCLUDE/Adjectives/95. bad/MVI_9435.MOV,MVI_9435.MOV,bad,train
0000386,INCLUDE/Adjectives/95. bad/MVI_9354.MOV,MVI_9354.MOV,bad,train
0000387,INCLUDE/Adjectives/95. bad/MVI_5319.MOV,MVI_5319.MOV,bad,train
0000388,INCLUDE/Adjectives/95. bad/MVI_5243.MOV,MVI_5243.MOV,bad,val
0000389,INCLUDE/Adjectives/95. bad/MVI_5242.MOV,MVI_5242.MOV,bad,train
0000390,INCLUDE/Adjectives/95. bad/MVI_5320.MOV,MVI_5320.MOV,bad,train
0000391,INCLUDE/Adjectives/95. bad/MVI_5241.MOV,MVI_5241.MOV,bad,val
0000392,INCLUDE/Adjectives/95. bad/MVI_5321.MOV,MVI_5321.MOV,bad,train
0000393,INCLUDE/Adjectives/95. bad/MVI_9516.MOV,MVI_9516.MOV,bad,train
0000394,INCLUDE/Adjectives/95. bad/MVI_9271.MOV,MVI_9271.MOV,bad,train
0000395,INCLUDE/Adjectives/95. bad/MVI_9273.MOV,MVI_9273.MOV,bad,train
0000396,INCLUDE/Adjectives/95. bad/MVI_9514.MOV,MVI_9514.MOV,bad,train
0000397,INCLUDE/Adjectives/95. bad/MVI_9513.MOV,MVI_9513.MOV,bad,train
0000398,INCLUDE/Adjectives/95. bad/MVI_5163.MOV,MVI_5163.MOV,bad,train
0000399,INCLUDE/Adjectives/95. bad/MVI_5162.MOV,MVI_5162.MOV,bad,train
0000400,INCLUDE/Adjectives/95. bad/MVI_5161.MOV,MVI_5161.MOV,bad,train
0000401,INCLUDE/Adjectives/29. clean/MVI_9806.MOV,MVI_9806.MOV,clean,train
0000402,INCLUDE/Adjectives/29. clean/MVI_9807.MOV,MVI_9807.MOV,clean,train
0000403,INCLUDE/Adjectives/29. clean/MVI_9682.MOV,MVI_9682.MOV,clean,val
0000404,INCLUDE/Adjectives/29. clean/MVI_9680.MOV,MVI_9680.MOV,clean,train
0000405,INCLUDE/Adjectives/29. clean/MVI_9679.MOV,MVI_9679.MOV,clean,train
0000406,INCLUDE/Adjectives/29. clean/MVI_9809.MOV,MVI_9809.MOV,clean,train
0000407,INCLUDE/Adjectives/29. clean/MVI_9808.MOV,MVI_9808.MOV,clean,train
0000408,INCLUDE/Adjectives/34. alive/MVI_9828.MOV,MVI_9828.MOV,alive,train
0000409,INCLUDE/Adjectives/34. alive/MVI_9703.MOV,MVI_9703.MOV,alive,train
0000410,INCLUDE/Adjectives/34. alive/MVI_9706.MOV,MVI_9706.MOV,alive,train
0000411,INCLUDE/Adjectives/34. alive/MVI_9705.MOV,MVI_9705.MOV,alive,train
0000412,INCLUDE/Adjectives/34. alive/MVI_9704.MOV,MVI_9704.MOV,alive,val
0000413,INCLUDE/Adjectives/34. alive/MVI_9830.MOV,MVI_9830.MOV,alive,train
0000414,INCLUDE/Adjectives/34. alive/MVI_9827.MOV,MVI_9827.MOV,alive,train
0000415,INCLUDE/Adjectives/25. soft/MVI_9792.MOV,MVI_9792.MOV,soft,val
0000416,INCLUDE/Adjectives/25. soft/MVI_9790.MOV,MVI_9790.MOV,soft,train
0000417,INCLUDE/Adjectives/25. soft/MVI_9791.MOV,MVI_9791.MOV,soft,train
0000418,INCLUDE/Adjectives/25. soft/MVI_9663.MOV,MVI_9663.MOV,soft,train
0000419,INCLUDE/Adjectives/25. soft/MVI_9662.MOV,MVI_9662.MOV,soft,train
0000420,INCLUDE/Adjectives/25. soft/MVI_9665.MOV,MVI_9665.MOV,soft,train
0000421,INCLUDE/Adjectives/25. soft/MVI_9664.MOV,MVI_9664.MOV,soft,train
0000422,INCLUDE/Adjectives/31. strong/MVI_9816.MOV,MVI_9816.MOV,strong,train
0000423,INCLUDE/Adjectives/31. strong/MVI_9815.MOV,MVI_9815.MOV,strong,train
0000424,INCLUDE/Adjectives/31. strong/MVI_9690.MOV,MVI_9690.MOV,strong,val
0000425,INCLUDE/Adjectives/31. strong/MVI_9691.MOV,MVI_9691.MOV,strong,train
0000426,INCLUDE/Adjectives/31. strong/MVI_9693.MOV,MVI_9693.MOV,strong,train
0000427,INCLUDE/Adjectives/31. strong/MVI_9692.MOV,MVI_9692.MOV,strong,train
0000428,INCLUDE/Adjectives/19. male/MVI_9637.MOV,MVI_9637.MOV,male,val
0000429,INCLUDE/Adjectives/19. male/MVI_9763.MOV,MVI_9763.MOV,male,train
0000430,INCLUDE/Adjectives/19. male/MVI_9639.MOV,MVI_9639.MOV,male,train
0000431,INCLUDE/Adjectives/19. male/MVI_9638.MOV,MVI_9638.MOV,male,train
0000432,INCLUDE/Adjectives/19. male/MVI_9764.MOV,MVI_9764.MOV,male,train
0000433,INCLUDE/Adjectives/19. male/MVI_9766.MOV,MVI_9766.MOV,male,train
0000434,INCLUDE/Adjectives/9. Nice/MVI_9590.MOV,MVI_9590.MOV,nice,val
0000435,INCLUDE/Adjectives/9. Nice/MVI_9589.MOV,MVI_9589.MOV,nice,train
0000436,INCLUDE/Adjectives/9. Nice/MVI_9588.MOV,MVI_9588.MOV,nice,train
0000437,INCLUDE/Adjectives/32. weak/MVI_9696.MOV,MVI_9696.MOV,weak,train
0000438,INCLUDE/Adjectives/32. weak/MVI_9697.MOV,MVI_9697.MOV,weak,val
0000439,INCLUDE/Adjectives/32. weak/MVI_9695.MOV,MVI_9695.MOV,weak,train
0000440,INCLUDE/Adjectives/32. weak/MVI_9694.MOV,MVI_9694.MOV,weak,train
0000441,INCLUDE/Adjectives/32. weak/MVI_9821.MOV,MVI_9821.MOV,weak,train
0000442,INCLUDE/Adjectives/32. weak/MVI_9820.MOV,MVI_9820.MOV,weak,train
0000443,INCLUDE/Adjectives/92. old/MVI_5232.MOV,MVI_5232.MOV,old,train
0000444,INCLUDE/Adjectives/92. old/MVI_5233.MOV,MVI_5233.MOV,old,train
0000445,INCLUDE/Adjectives/92. old/MVI_5153.MOV,MVI_5153.MOV,old,train
0000446,INCLUDE/Adjectives/92. old/MVI_9345.MOV,MVI_9345.MOV,old,train
0000447,INCLUDE/Adjectives/92. old/MVI_9344.MOV,MVI_9344.MOV,old,val
0000448,INCLUDE/Adjectives/92. old/MVI_5234.MOV,MVI_5234.MOV,old,val
0000449,INCLUDE/Adjectives/92. old/MVI_9343.MOV,MVI_9343.MOV,old,train
0000450,INCLUDE/Adjectives/92. old/MVI_9425.MOV,MVI_9425.MOV,old,train
0000451,INCLUDE/Adjectives/92. old/MVI_9424.MOV,MVI_9424.MOV,old,train
0000452,INCLUDE/Adjectives/92. old/MVI_5154.MOV,MVI_5154.MOV,old,train
0000453,INCLUDE/Adjectives/92. old/MVI_5310.MOV,MVI_5310.MOV,old,train
0000454,INCLUDE/Adjectives/92. old/MVI_9264.MOV,MVI_9264.MOV,old,train
0000455,INCLUDE/Adjectives/92. old/MVI_5311.MOV,MVI_5311.MOV,old,train
0000456,INCLUDE/Adjectives/92. old/MVI_5312.MOV,MVI_5312.MOV,old,train
0000457,INCLUDE/Adjectives/92. old/MVI_9504.MOV,MVI_9504.MOV,old,train
0000458,INCLUDE/Adjectives/92. old/MVI_9505.MOV,MVI_9505.MOV,old,train
0000459,INCLUDE/Adjectives/92. old/MVI_9263.MOV,MVI_9263.MOV,old,train
0000460,INCLUDE/Adjectives/5. Beautiful/MVI_9569.MOV,MVI_9569.MOV,beautiful,train
0000461,INCLUDE/Adjectives/5. Beautiful/MVI_9723.MOV,MVI_9723.MOV,beautiful,train
0000462,INCLUDE/Adjectives/5. Beautiful/MVI_9724.MOV,MVI_9724.MOV,beautiful,val
0000463,INCLUDE/Adjectives/5. Beautiful/MVI_9725.MOV,MVI_9725.MOV,beautiful,train
0000464,INCLUDE/Adjectives/5. Beautiful/Extra/MVI_9573.MOV,MVI_9573.MOV,beautiful,train
0000465,INCLUDE/Adjectives/5. Beautiful/MVI_9572.MOV,MVI_9572.MOV,beautiful,train
0000466,INCLUDE/Adjectives/5. Beautiful/MVI_9570.MOV,MVI_9570.MOV,beautiful,train
0000467,INCLUDE/Adjectives/5. Beautiful/MVI_9571.MOV,MVI_9571.MOV,beautiful,train
0000468,INCLUDE/Adjectives/3. happy/MVI_9540.MOV,MVI_9540.MOV,happy,val
0000469,INCLUDE/Adjectives/3. happy/MVI_9541.MOV,MVI_9541.MOV,happy,train
0000470,INCLUDE/Adjectives/3. happy/MVI_5184.MOV,MVI_5184.MOV,happy,train
0000471,INCLUDE/Adjectives/3. happy/MVI_5185.MOV,MVI_5185.MOV,happy,train
0000472,INCLUDE/Adjectives/3. happy/MVI_5341.MOV,MVI_5341.MOV,happy,train
0000473,INCLUDE/Adjectives/3. happy/MVI_5343.MOV,MVI_5343.MOV,happy,train
0000474,INCLUDE/Adjectives/3. happy/MVI_5183.MOV,MVI_5183.MOV,happy,train
0000475,INCLUDE/Adjectives/3. happy/MVI_9456.MOV,MVI_9456.MOV,happy,train
0000476,INCLUDE/Adjectives/3. happy/MVI_9454.MOV,MVI_9454.MOV,happy,train
0000477,INCLUDE/Adjectives/3. happy/MVI_9455.MOV,MVI_9455.MOV,happy,train
0000478,INCLUDE/Adjectives/3. happy/MVI_9295.MOV,MVI_9295.MOV,happy,val
0000479,INCLUDE/Adjectives/3. happy/MVI_9297.MOV,MVI_9297.MOV,happy,train
0000480,INCLUDE/Adjectives/3. happy/MVI_9296.MOV,MVI_9296.MOV,happy,train
0000481,INCLUDE/Adjectives/3. happy/MVI_5263.MOV,MVI_5263.MOV,happy,train
0000482,INCLUDE/Adjectives/3. happy/MVI_9375.MOV,MVI_9375.MOV,happy,train
0000483,INCLUDE/Adjectives/3. happy/MVI_9374.MOV,MVI_9374.MOV,happy,train
0000484,INCLUDE/Adjectives/3. happy/MVI_9376.MOV,MVI_9376.MOV,happy,train
0000485,INCLUDE/Adjectives/10. Mean/MVI_9594.MOV,MVI_9594.MOV,mean,train
0000486,INCLUDE/Adjectives/10. Mean/MVI_9595.MOV,MVI_9595.MOV,mean,val
0000487,INCLUDE/Adjectives/10. Mean/MVI_9592.MOV,MVI_9592.MOV,mean,train
0000488,INCLUDE/Adjectives/10. Mean/MVI_9732.MOV,MVI_9732.MOV,mean,train
0000489,INCLUDE/Adjectives/10. Mean/MVI_9730.MOV,MVI_9730.MOV,mean,train
0000490,INCLUDE/Adjectives/10. Mean/MVI_9729.MOV,MVI_9729.MOV,mean,train
0000491,INCLUDE/Adjectives/15. expensive/MVI_9747.MOV,MVI_9747.MOV,expensive,train
0000492,INCLUDE/Adjectives/15. expensive/MVI_9746.MOV,MVI_9746.MOV,expensive,val
0000493,INCLUDE/Adjectives/15. expensive/MVI_9616.MOV,MVI_9616.MOV,expensive,train
0000494,INCLUDE/Adjectives/15. expensive/MVI_9614.MOV,MVI_9614.MOV,expensive,train
0000495,INCLUDE/Adjectives/15. expensive/MVI_9615.MOV,MVI_9615.MOV,expensive,train
0000496,INCLUDE/Adjectives/15. expensive/MVI_9613.MOV,MVI_9613.MOV,expensive,train
0000497,INCLUDE/Adjectives/87. hot/MVI_9408.MOV,MVI_9408.MOV,hot,train
0000498,INCLUDE/Adjectives/87. hot/MVI_9409.MOV,MVI_9409.MOV,hot,train
0000499,INCLUDE/Adjectives/87. hot/MVI_5218.MOV,MVI_5218.MOV,hot,train
0000500,INCLUDE/Adjectives/87. hot/MVI_9247.MOV,MVI_9247.MOV,hot,train
0000501,INCLUDE/Adjectives/87. hot/MVI_5295.MOV,MVI_5295.MOV,hot,train
0000502,INCLUDE/Adjectives/87. hot/MVI_5297.MOV,MVI_5297.MOV,hot,val
0000503,INCLUDE/Adjectives/87. hot/MVI_5296.MOV,MVI_5296.MOV,hot,train
0000504,INCLUDE/Adjectives/87. hot/MVI_5137.MOV,MVI_5137.MOV,hot,train
0000505,INCLUDE/Adjectives/87. hot/MVI_9489.MOV,MVI_9489.MOV,hot,val
0000506,INCLUDE/Adjectives/87. hot/MVI_9488.MOV,MVI_9488.MOV,hot,train
0000507,INCLUDE/Adjectives/87. hot/MVI_5138.MOV,MVI_5138.MOV,hot,train
0000508,INCLUDE/Adjectives/87. hot/MVI_9249.MOV,MVI_9249.MOV,hot,train
0000509,INCLUDE/Adjectives/87. hot/MVI_9329.MOV,MVI_9329.MOV,hot,train
0000510,INCLUDE/Adjectives/87. hot/MVI_9328.MOV,MVI_9328.MOV,hot,train
0000511,INCLUDE/Adjectives/87. hot/MVI_9410.MOV,MVI_9410.MOV,hot,train
0000512,INCLUDE/Adjectives/87. hot/MVI_5216.MOV,MVI_5216.MOV,hot,train
0000513,INCLUDE/Adjectives/87. hot/MVI_5217.MOV,MVI_5217.MOV,hot,train
0000514,INCLUDE/Adjectives/35. heavy/MVI_9709.MOV,MVI_9709.MOV,heavy,train
0000515,INCLUDE/Adjectives/35. heavy/MVI_9708.MOV,MVI_9708.MOV,heavy,train
0000516,INCLUDE/Adjectives/35. heavy/MVI_9707.MOV,MVI_9707.MOV,heavy,train
0000517,INCLUDE/Adjectives/35. heavy/MVI_9710.MOV,MVI_9710.MOV,heavy,train
0000518,INCLUDE/Adjectives/35. heavy/MVI_9833.MOV,MVI_9833.MOV,heavy,train
0000519,INCLUDE/Adjectives/35. heavy/MVI_9832.MOV,MVI_9832.MOV,heavy,val
0000520,INCLUDE/Adjectives/35. heavy/MVI_9834.MOV,MVI_9834.MOV,heavy,train
0000521,INCLUDE/Adjectives/16. cheap/MVI_9620.MOV,MVI_9620.MOV,cheap,val
0000522,INCLUDE/Adjectives/16. cheap/MVI_9750.MOV,MVI_9750.MOV,cheap,train
0000523,INCLUDE/Adjectives/16. cheap/MVI_9618.MOV,MVI_9618.MOV,cheap,train
0000524,INCLUDE/Adjectives/16. cheap/MVI_9619.MOV,MVI_9619.MOV,cheap,train
0000525,INCLUDE/Adjectives/16. cheap/MVI_9752.MOV,MVI_9752.MOV,cheap,train
0000526,INCLUDE/Adjectives/16. cheap/MVI_9617.MOV,MVI_9617.MOV,cheap,train
0000527,INCLUDE/Adjectives/83. big large/MVI_9233.MOV,MVI_9233.MOV,big large,train
0000528,INCLUDE/Adjectives/83. big large/MVI_9234.MOV,MVI_9234.MOV,big large,train
0000529,INCLUDE/Adjectives/83. big large/MVI_9396.MOV,MVI_9396.MOV,big large,train
0000530,INCLUDE/Adjectives/83. big large/MVI_9235.MOV,MVI_9235.MOV,big large,val
0000531,INCLUDE/Adjectives/83. big large/MVI_9394.MOV,MVI_9394.MOV,big large,train
0000532,INCLUDE/Adjectives/83. big large/MVI_9395.MOV,MVI_9395.MOV,big large,train
0000533,INCLUDE/Adjectives/83. big large/MVI_9318.MOV,MVI_9318.MOV,big large,train
0000534,INCLUDE/Adjectives/83. big large/MVI_5124.MOV,MVI_5124.MOV,big large,val
0000535,INCLUDE/Adjectives/83. big large/MVI_5125.MOV,MVI_5125.MOV,big large,train
0000536,INCLUDE/Adjectives/83. big large/MVI_5283.MOV,MVI_5283.MOV,big large,train
0000537,INCLUDE/Adjectives/83. big large/MVI_9476.MOV,MVI_9476.MOV,big large,train
0000538,INCLUDE/Adjectives/83. big large/MVI_9477.MOV,MVI_9477.MOV,big large,train
0000539,INCLUDE/Adjectives/83. big large/MVI_9475.MOV,MVI_9475.MOV,big large,train
0000540,INCLUDE/Adjectives/83. big large/MVI_9316.MOV,MVI_9316.MOV,big large,train
0000541,INCLUDE/Adjectives/83. big large/MVI_5204.MOV,MVI_5204.MOV,big large,train
0000542,INCLUDE/Adjectives/83. big large/MVI_5205.MOV,MVI_5205.MOV,big large,train
0000543,INCLUDE/Adjectives/83. big large/MVI_5203.MOV,MVI_5203.MOV,big large,train
0000544,INCLUDE/Adjectives/82. narrow/MVI_9391.MOV,MVI_9391.MOV,narrow,train
0000545,INCLUDE/Adjectives/82. narrow/MVI_9231.MOV,MVI_9231.MOV,narrow,train
0000546,INCLUDE/Adjectives/82. narrow/MVI_9393.MOV,MVI_9393.MOV,narrow,train
0000547,INCLUDE/Adjectives/82. narrow/MVI_9230.MOV,MVI_9230.MOV,narrow,train
0000548,INCLUDE/Adjectives/82. narrow/MVI_5121.MOV,MVI_5121.MOV,narrow,train
0000549,INCLUDE/Adjectives/82. narrow/MVI_5280.MOV,MVI_5280.MOV,narrow,train
0000550,INCLUDE/Adjectives/82. narrow/MVI_5281.MOV,MVI_5281.MOV,narrow,train
0000551,INCLUDE/Adjectives/82. narrow/MVI_5120.MOV,MVI_5120.MOV,narrow,train
0000552,INCLUDE/Adjectives/82. narrow/MVI_5122.MOV,MVI_5122.MOV,narrow,val
0000553,INCLUDE/Adjectives/82. narrow/MVI_5282.MOV,MVI_5282.MOV,narrow,train
0000554,INCLUDE/Adjectives/82. narrow/MVI_9313.MOV,MVI_9313.MOV,narrow,val
0000555,INCLUDE/Adjectives/82. narrow/MVI_9471.MOV,MVI_9471.MOV,narrow,train
0000556,INCLUDE/Adjectives/82. narrow/MVI_9315.MOV,MVI_9315.MOV,narrow,train
0000557,INCLUDE/Adjectives/82. narrow/MVI_9314.MOV,MVI_9314.MOV,narrow,train
0000558,INCLUDE/Adjectives/82. narrow/MVI_9472.MOV,MVI_9472.MOV,narrow,train
0000559,INCLUDE/Adjectives/82. narrow/MVI_5201.MOV,MVI_5201.MOV,narrow,train
0000560,INCLUDE/Adjectives/82. narrow/MVI_5202.MOV,MVI_5202.MOV,narrow,train
0000561,INCLUDE/Adjectives/91. new/MVI_5150.MOV,MVI_5150.MOV,new,train
0000562,INCLUDE/Adjectives/91. new/MVI_9421.MOV,MVI_9421.MOV,new,train
0000563,INCLUDE/Adjectives/91. new/MVI_5151.MOV,MVI_5151.MOV,new,train
0000564,INCLUDE/Adjectives/91. new/MVI_5231.MOV,MVI_5231.MOV,new,train
0000565,INCLUDE/Adjectives/91. new/MVI_9423.MOV,MVI_9423.MOV,new,train
0000566,INCLUDE/Adjectives/91. new/MVI_9422.MOV,MVI_9422.MOV,new,val
0000567,INCLUDE/Adjectives/91. new/MVI_5230.MOV,MVI_5230.MOV,new,train
0000568,INCLUDE/Adjectives/91. new/MVI_9341.MOV,MVI_9341.MOV,new,train
